dataset_label,Name,Formula,adsorbate,surface_ref_name,surface_ref_formula,surface_ref_status,E,surface_ref_E,delta_E_to_surface_eV,delta_C,delta_H,delta_O,n_CO_adsorbates,E_ads_CO_eV,n_CH3O_adsorbates,E_ads_CH3OH_to_CH3O_eV,fmax,source_hdf,source_row
Ni-slabs,Ni-111-Zn-3x3x4-3-a-HCO-AB,CHNi33OZn3,HCO,Ni-111-Zn-3x3x4-3-a,Ni33Zn3,ok,-84.24263009,-68.17014326,-16.072486830000003,1.0,1.0,1.0,,,,,0.0054,/data/Chapter6/Ni-slabs.hdf,920
Ni-slabs,Ni-111-Zn-3x3x4-3-a-HCO-AA,CHNi33OZn3,HCO,Ni-111-Zn-3x3x4-3-a,Ni33Zn3,ok,-84.3041792,-68.17014326,-16.13403593999999,1.0,1.0,1.0,,,,,0.0061,/data/Chapter6/Ni-slabs.hdf,921
Ni-slabs,Ni-111-Zn-3x3x4-3-a-CO-A-1,CNi33OZn3,CO,Ni-111-Zn-3x3x4-3-a,Ni33Zn3,ok,-81.49757417,-68.17014326,-13.32743090999999,1.0,0.0,1.0,1.0,,,,0.0087,/data/Chapter6/Ni-slabs.hdf,922
Ni-slabs,Ni-111-Zn-3x3x4-3-a-CO-A-2,CNi33OZn3,CO,Ni-111-Zn-3x3x4-3-a,Ni33Zn3,ok,-80.32032484,-68.17014326,-12.150181579999995,1.0,0.0,1.0,1.0,,,,0.0044,/data/Chapter6/Ni-slabs.hdf,923
Ni-slabs,Ni-111-Zn-3x3x4-3-a-CO-B-4,CNi33OZn3,CO,Ni-111-Zn-3x3x4-3-a,Ni33Zn3,ok,-81.52735435,-68.17014326,-13.357211089999993,1.0,0.0,1.0,1.0,,,,0.0059,/data/Chapter6/Ni-slabs.hdf,924
Ni-slabs,Ni-111-Zn-3x3x4-3-a-CO-B-3,CNi33OZn3,CO,Ni-111-Zn-3x3x4-3-a,Ni33Zn3,ok,-81.52736769,-68.17014326,-13.357224430000002,1.0,0.0,1.0,1.0,,,,0.008,/data/Chapter6/Ni-slabs.hdf,925
Ni-slabs,Ni-111-Zn-3x3x4-3-a-H2COOH-AB-1,CH3Ni33O2Zn3,H2COOH,Ni-111-Zn-3x3x4-3-a,Ni33Zn3,ok,-97.51113696,-68.17014326,-29.3409937,1.0,3.0,2.0,,,,,0.0076,/data/Chapter6/Ni-slabs.hdf,942
Ni-slabs,Ni-111-Zn-3x3x4-3-a-HCOO-BB-1,CHNi33O2Zn3,HCOO,Ni-111-Zn-3x3x4-3-a,Ni33Zn3,ok,-90.47096027,-68.17014326,-22.300817010000003,1.0,1.0,2.0,,,,,0.0085,/data/Chapter6/Ni-slabs.hdf,943
Ni-slabs,Ni-111-Zn-3x3x4-3-a-HCOO-AB-1,CHNi33O2Zn3,HCOO,Ni-111-Zn-3x3x4-3-a,Ni33Zn3,ok,-90.47097176,-68.17014326,-22.300828499999994,1.0,1.0,2.0,,,,,0.0077,/data/Chapter6/Ni-slabs.hdf,944
Ni-slabs,Ni-111-Zn-3x3x4-3-a-HCOO-AA-1,CHNi33O2Zn3,HCOO,Ni-111-Zn-3x3x4-3-a,Ni33Zn3,ok,-90.61332699,-68.17014326,-22.44318373,1.0,1.0,2.0,,,,,0.0042,/data/Chapter6/Ni-slabs.hdf,945
Ni-slabs,Ni-111-Zn-3x3x4-3-c-CO-BBB-2,CNi33OZn3,CO,Ni-111-Zn-3x3x4-3-c,Ni33Zn3,ok,-80.10888426,-67.95251292,-12.156371339999993,1.0,0.0,1.0,1.0,,,,0.01,/data/Chapter6/Ni-slabs.hdf,950
Ni-slabs,Ni-111-Zn-3x3x4-3-c-CO-AAA-1,CNi33OZn3,CO,Ni-111-Zn-3x3x4-3-c,Ni33Zn3,ok,-81.71446197,-67.95251292,-13.761949049999998,1.0,0.0,1.0,1.0,,,,0.0096,/data/Chapter6/Ni-slabs.hdf,951
Ni-slabs,Ni-111-Zn-3x3x4-3-c-CO-AAA-2,CNi33OZn3,CO,Ni-111-Zn-3x3x4-3-c,Ni33Zn3,ok,-81.65464912,-67.95251292,-13.702136199999998,1.0,0.0,1.0,1.0,,,,0.0069,/data/Chapter6/Ni-slabs.hdf,952
Ni-slabs,Ni-111-Zn-3x3x4-3-c-HCOO-BB-1,CHNi33O2Zn3,HCOO,Ni-111-Zn-3x3x4-3-c,Ni33Zn3,ok,-90.07393203,-67.95251292,-22.12141910999999,1.0,1.0,2.0,,,,,0.0053,/data/Chapter6/Ni-slabs.hdf,953
Ni-slabs,Ni-111-Zn-3x3x4-3-c-HCOO-AB,CHNi33O2Zn3,HCOO,Ni-111-Zn-3x3x4-3-c,Ni33Zn3,ok,-90.26835413,-67.95251292,-22.315841210000002,1.0,1.0,2.0,,,,,0.0055,/data/Chapter6/Ni-slabs.hdf,954
Ni-slabs,Ni-111-Zn-3x3x4-3-c-HCOO-AA,CHNi33O2Zn3,HCOO,Ni-111-Zn-3x3x4-3-c,Ni33Zn3,ok,-90.42853832,-67.95251292,-22.476025399999997,1.0,1.0,2.0,,,,,0.0086,/data/Chapter6/Ni-slabs.hdf,955
Ni-slabs,Ni-111-Zn-3x3x4-3-b-CO-AAA-1,CNi33OZn3,CO,Ni-111-Zn-3x3x4-3-b,Ni33Zn3,ok,-81.78417811,-68.02905325,-13.755124859999995,1.0,0.0,1.0,1.0,,,,0.0042,/data/Chapter6/Ni-slabs.hdf,961
Ni-slabs,Ni-111-Zn-3x3x4-3-b-CO-AAA-2,CNi33OZn3,CO,Ni-111-Zn-3x3x4-3-b,Ni33Zn3,ok,-81.76592418,-68.02905325,-13.736870929999995,1.0,0.0,1.0,1.0,,,,0.0041,/data/Chapter6/Ni-slabs.hdf,962
Ni-slabs,Ni-111-Zn-3x3x4-3-b-CO-ABA-1,CNi33OZn3,CO,Ni-111-Zn-3x3x4-3-b,Ni33Zn3,ok,-81.7660421,-68.02905325,-13.736988850000003,1.0,0.0,1.0,1.0,,,,0.0037,/data/Chapter6/Ni-slabs.hdf,963
Ni-slabs,Ni-111-Zn-3x3x4-3-b-CO-ABA-2,CNi33OZn3,CO,Ni-111-Zn-3x3x4-3-b,Ni33Zn3,ok,-81.79538487,-68.02905325,-13.766331620000003,1.0,0.0,1.0,1.0,,,,0.0094,/data/Chapter6/Ni-slabs.hdf,964
Ni-slabs,Ni-111-Zn-3x3x4-3-b-HCOO-BB-1,CHNi33O2Zn3,HCOO,Ni-111-Zn-3x3x4-3-b,Ni33Zn3,ok,-90.10877619,-68.02905325,-22.079722939999996,1.0,1.0,2.0,,,,,0.0082,/data/Chapter6/Ni-slabs.hdf,965
Ni-slabs,Ni-111-Zn-3x3x4-3-b-HCOO-AB,CHNi33O2Zn3,HCOO,Ni-111-Zn-3x3x4-3-b,Ni33Zn3,ok,-90.34351785,-68.02905325,-22.314464599999994,1.0,1.0,2.0,,,,,0.0091,/data/Chapter6/Ni-slabs.hdf,966
Ni-slabs,Ni-111-Zn-3x3x4-3-b-HCOO-AA,CHNi33O2Zn3,HCOO,Ni-111-Zn-3x3x4-3-b,Ni33Zn3,ok,-90.5043729,-68.02905325,-22.475319650000003,1.0,1.0,2.0,,,,,0.0068,/data/Chapter6/Ni-slabs.hdf,967
Ni-slabs,Ni-111-Ga-2x2x4-1-CO-6,C2GaNi15O2,CO,Ni-111-Ga-2x2x4-1,GaNi15,ok,-62.9897143,-35.74839877,-27.24131553,2.0,0.0,2.0,2.0,,,,0.0079,/data/Chapter6/Ni-slabs.hdf,981
Ni-slabs,Ni-111-Ga-2x2x4-1-CO-1,CGaNi15O,CO,Ni-111-Ga-2x2x4-1,GaNi15,ok,-49.38208527,-35.74839877,-13.633686499999996,1.0,0.0,1.0,1.0,,,,0.007,/data/Chapter6/Ni-slabs.hdf,982
Ni-slabs,Ni-111-Ga-2x2x4-1-CO-4,C2GaNi15O2,CO,Ni-111-Ga-2x2x4-1,GaNi15,ok,-62.98978527,-35.74839877,-27.241386499999997,2.0,0.0,2.0,2.0,,,,0.0054,/data/Chapter6/Ni-slabs.hdf,983
Ni-slabs,Ni-111-Ga-2x2x4-1-CO-3,CGaNi15O,CO,Ni-111-Ga-2x2x4-1,GaNi15,ok,-49.44376181,-35.74839877,-13.695363039999997,1.0,0.0,1.0,1.0,,,,0.0075,/data/Chapter6/Ni-slabs.hdf,984
Ni-slabs,Ni-111-Ga-2x2x4-1-CO-2,CGaNi15O,CO,Ni-111-Ga-2x2x4-1,GaNi15,ok,-49.38208077,-35.74839877,-13.633682,1.0,0.0,1.0,1.0,,,,0.0053,/data/Chapter6/Ni-slabs.hdf,985
Ni-slabs,Ni-111-Ga-2x2x4-1-CO-5,CGaNi15O,CO,Ni-111-Ga-2x2x4-1,GaNi15,ok,-49.44392414,-35.74839877,-13.695525369999999,1.0,0.0,1.0,1.0,,,,0.0085,/data/Chapter6/Ni-slabs.hdf,986
Ni-slabs,Ni-111-Ga-2x2x4-1-O_CO-1,CGaNi15O2,CO,,,missing,-54.281885,,,1.0,0.0,2.0,1.0,,,,0.0073,/data/Chapter6/Ni-slabs.hdf,1007
Ni-slabs,Ni-111-Ga-2x2x4-1-Ox2_CO-1,CGaNi15O3,CO,,,missing,-57.93533604,,,1.0,0.0,3.0,1.0,,,,0.0089,/data/Chapter6/Ni-slabs.hdf,1008
Ni-slabs,Ni-111-Ga-2x2x4-1-Ox2_CO-2,CGaNi15O3,CO,,,missing,-57.93508637,,,1.0,0.0,3.0,1.0,,,,0.0075,/data/Chapter6/Ni-slabs.hdf,1009
Ni-slabs,Ni-111-Ga-2x2x4-4-bulk-CH3O-AA-1,CH3Ga4Ni12O,CH3O,Ni-111-Ga-2x2x4-4-bulk,Ga4Ni12,ok,-61.09900241,-36.56554159,-24.533460819999995,1.0,3.0,1.0,,,1.0,,0.0076,/data/Chapter6/Ni-slabs.hdf,1012
Ni-slabs,Ni-111-Ga-2x2x4-4-bulk-CH3O-AA-2,C2H6Ga4Ni12O2,CH3O,Ni-111-Ga-2x2x4-4-bulk,Ga4Ni12,ok,-83.92805868,-36.56554159,-47.362517090000004,2.0,6.0,2.0,,,2.0,,0.0076,/data/Chapter6/Ni-slabs.hdf,1013
Ni-slabs,Ni-111-Ga-2x2x4-4-bulk-CO-top,CGa4Ni12O,CO,Ni-111-Ga-2x2x4-4-bulk,Ga4Ni12,ok,-50.530213,-36.56554159,-13.964671410000001,1.0,0.0,1.0,1.0,,,,0.006,/data/Chapter6/Ni-slabs.hdf,1016
Ni-slabs,Ni-111-Ga-2x2x4-4-bulk-CO-3top,C3Ga4Ni12O3,CO,Ni-111-Ga-2x2x4-4-bulk,Ga4Ni12,ok,-75.1848469,-36.56554159,-38.619305309999994,3.0,0.0,3.0,3.0,,,,0.0084,/data/Chapter6/Ni-slabs.hdf,1017
Ni-slabs,Ni-111-Ga-2x2x4-4-bulk-CO-fcc_hcp,C2Ga4Ni12O2,CO,Ni-111-Ga-2x2x4-4-bulk,Ga4Ni12,ok,-63.88280105,-36.56554159,-27.317259459999995,2.0,0.0,2.0,2.0,,,,0.0076,/data/Chapter6/Ni-slabs.hdf,1018
Ni-slabs,Ni-111-Ga-2x2x4-4-bulk-CO-2top,C2Ga4Ni12O2,CO,Ni-111-Ga-2x2x4-4-bulk,Ga4Ni12,ok,-63.84046884,-36.56554159,-27.274927249999998,2.0,0.0,2.0,2.0,,,,0.0053,/data/Chapter6/Ni-slabs.hdf,1019
Ni-slabs,Ni-111-Ga-2x2x4-4-bulk-CO-bridge,CGa4Ni12O,CO,Ni-111-Ga-2x2x4-4-bulk,Ga4Ni12,ok,-50.53035382,-36.56554159,-13.96481223,1.0,0.0,1.0,1.0,,,,0.0074,/data/Chapter6/Ni-slabs.hdf,1020
Ni-slabs,Ni-111-Ga-2x2x4-4-bulk-CO-1,CGa4Ni12O,CO,Ni-111-Ga-2x2x4-4-bulk,Ga4Ni12,ok,-50.53114251,-36.56554159,-13.96560092,1.0,0.0,1.0,1.0,,,,0.0058,/data/Chapter6/Ni-slabs.hdf,1021
Ni-slabs,Ni-111-Ga-2x2x4-4-bulk-CO-2,CGa4Ni12O,CO,Ni-111-Ga-2x2x4-4-bulk,Ga4Ni12,ok,-50.13669056,-36.56554159,-13.571148969999996,1.0,0.0,1.0,1.0,,,,0.0058,/data/Chapter6/Ni-slabs.hdf,1022
Ni-slabs,Ni-111-Ga-2x2x4-4-bulk-O_CO-1,CGa4Ni12O2,CO,,,missing,-55.27765989,,,1.0,0.0,2.0,1.0,,,,0.0082,/data/Chapter6/Ni-slabs.hdf,1025
Ni-slabs,Ni-111-Ga-2x2x4-4-bulk-O_CO-2,CGa4Ni12O2,CO,,,missing,-55.06487039,,,1.0,0.0,2.0,1.0,,,,0.0091,/data/Chapter6/Ni-slabs.hdf,1026
Ni-slabs,Ni-111-Ga-4x4x4-16-bulk-2-CH3O-1,CH3Ga16Ni48O,CH3O,Ni-111-Ga-4x4x4-16-bulk-2,Ga16Ni48,ok,-170.80829432,-146.25170038,-24.55659394,1.0,3.0,1.0,,,1.0,,0.006,/data/Chapter6/Ni-slabs.hdf,1091
Ni-slabs,Ni-111-Ga-4x4x4-16-bulk-2-CH3O-2,CH3Ga16Ni48O,CH3O,Ni-111-Ga-4x4x4-16-bulk-2,Ga16Ni48,ok,-170.2917172,-146.25170038,-24.040016820000005,1.0,3.0,1.0,,,1.0,,0.0083,/data/Chapter6/Ni-slabs.hdf,1092
Ni-slabs,Ni-111-Ga-4x4x4-16-bulk-2-CO-1,CGa16Ni48O,CO,Ni-111-Ga-4x4x4-16-bulk-2,Ga16Ni48,ok,-160.20712078,-146.25170038,-13.955420400000008,1.0,0.0,1.0,1.0,,,,0.0085,/data/Chapter6/Ni-slabs.hdf,1093
Ni-slabs,Ni-111-Ga-4x4x4-16-bulk-2-CO-2,CGa16Ni48O,CO,Ni-111-Ga-4x4x4-16-bulk-2,Ga16Ni48,ok,-159.87051992,-146.25170038,-13.618819540000004,1.0,0.0,1.0,1.0,,,,0.0059,/data/Chapter6/Ni-slabs.hdf,1094
Ni-slabs,Ni-111-Ga-4x4x4-16-bulk-2-HCOO-AB,CHGa16Ni48O2,HCOO,Ni-111-Ga-4x4x4-16-bulk-2,Ga16Ni48,ok,-168.62532867,-146.25170038,-22.37362829,1.0,1.0,2.0,,,,,0.0081,/data/Chapter6/Ni-slabs.hdf,1096
Ni-slabs,Ni-111-Ga-4x4x4-16-bulk-2-HCOO-AA-1,CHGa16Ni48O2,HCOO,Ni-111-Ga-4x4x4-16-bulk-2,Ga16Ni48,ok,-168.89221635,-146.25170038,-22.640515970000024,1.0,1.0,2.0,,,,,0.0075,/data/Chapter6/Ni-slabs.hdf,1097
Ni-slabs,Ni-111-Ga-4x4x4-16-bulk-2-HCOO-AA-2,CHGa16Ni48O2,HCOO,Ni-111-Ga-4x4x4-16-bulk-2,Ga16Ni48,ok,-168.73958611,-146.25170038,-22.487885730000016,1.0,1.0,2.0,,,,,0.0081,/data/Chapter6/Ni-slabs.hdf,1098
Ni-slabs,Ni-111-Ga-4x4x4-4-a-CO-1,CGa4Ni60O,CO,Ni-111-Ga-4x4x4-4-a,Ga4Ni60,ok,-156.1122343,-142.98594509,-13.12628921000001,1.0,0.0,1.0,1.0,,,,0.0095,/data/Chapter6/Ni-slabs.hdf,1105
Ni-slabs,Ni-111-Ga-4x4x4-4-b-CO-1,CGa4Ni60O,CO,Ni-111-Ga-4x4x4-4-b,Ga4Ni60,ok,-156.71110702,-142.99923211,-13.711874909999977,1.0,0.0,1.0,1.0,,,,0.0084,/data/Chapter6/Ni-slabs.hdf,1117
Ni-slabs,Ni-111-Ga-4x4x4-4-b-HCOOH-AA,CH2Ga4Ni60O2,HCOOH,Ni-111-Ga-4x4x4-4-b,Ga4Ni60,ok,-168.53948079,-142.99923211,-25.54024867999999,1.0,2.0,2.0,,,,,0.0069,/data/Chapter6/Ni-slabs.hdf,1118
Ni-slabs,Ni-111-Ga-4x4x4-4-b-HCOO-AA,CHGa4Ni60O2,HCOO,Ni-111-Ga-4x4x4-4-b,Ga4Ni60,ok,-165.39638679,-142.99923211,-22.39715468,1.0,1.0,2.0,,,,,0.0091,/data/Chapter6/Ni-slabs.hdf,1135
Ni-slabs,Ni-111-Ga-3x3x4-1-HCOOH-AB,CH2GaNi35O2,HCOOH,Ni-111-Ga-3x3x4-1,GaNi35,ok,-105.32272147,-79.74342816,-25.57929331000001,1.0,2.0,2.0,,,,,0.0079,/data/Chapter6/Ni-slabs.hdf,1153
Ni-slabs,Ni-111-Ga-3x3x4-1-HCOOH-AA-1,CH2GaNi35O2,HCOOH,Ni-111-Ga-3x3x4-1,GaNi35,ok,-105.35871101,-79.74342816,-25.61528285,1.0,2.0,2.0,,,,,0.0069,/data/Chapter6/Ni-slabs.hdf,1154
Ni-slabs,Ni-111-Ga-3x3x4-1-HCOOH-AA-2,CH2GaNi35O2,HCOOH,Ni-111-Ga-3x3x4-1,GaNi35,ok,-105.35936427,-79.74342816,-25.615936110000007,1.0,2.0,2.0,,,,,0.0057,/data/Chapter6/Ni-slabs.hdf,1155
Ni-slabs,Ni-111-Ga-3x3x4-1-HCOO-AB,CHGaNi35O2,HCOO,Ni-111-Ga-3x3x4-1,GaNi35,ok,-101.22297084,-79.74342816,-21.47954268000001,1.0,1.0,2.0,,,,,0.0075,/data/Chapter6/Ni-slabs.hdf,1170
Ni-slabs,Ni-111-Ga-3x3x4-1-HCOO-AA-1,CHGaNi35O2,HCOO,Ni-111-Ga-3x3x4-1,GaNi35,ok,-102.24141398,-79.74342816,-22.49798582000001,1.0,1.0,2.0,,,,,0.0082,/data/Chapter6/Ni-slabs.hdf,1171
Ni-slabs,Ni-111-Ga-3x3x4-1-HCOO-AA-2,CHGaNi35O2,HCOO,Ni-111-Ga-3x3x4-1,GaNi35,ok,-102.27250114,-79.74342816,-22.52907298000001,1.0,1.0,2.0,,,,,0.0072,/data/Chapter6/Ni-slabs.hdf,1172
Ni-slabs,Ni-111-Ga-3x3x4-3-a-CH3O-AAB-1,CH3Ga3Ni33O,CH3O,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-104.84873225,-80.83163704,-24.017095209999994,1.0,3.0,1.0,,,1.0,,0.008,/data/Chapter6/Ni-slabs.hdf,1175
Ni-slabs,Ni-111-Ga-3x3x4-3-a-CH3O-AAB-3,C3H9Ga3Ni33O3,CH3O,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-152.77897679,-80.83163704,-71.94733975,3.0,9.0,3.0,,,3.0,,0.008,/data/Chapter6/Ni-slabs.hdf,1176
Ni-slabs,Ni-111-Ga-3x3x4-3-a-CH3O-AAB-2,C2H6Ga3Ni33O2,CH3O,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-128.83049036,-80.83163704,-47.998853319999995,2.0,6.0,2.0,,,2.0,,0.0086,/data/Chapter6/Ni-slabs.hdf,1177
Ni-slabs,Ni-111-Ga-3x3x4-3-a-CH3O-bridge,CH3Ga3Ni33O,CH3O,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-104.84793604,-80.83163704,-24.01629899999999,1.0,3.0,1.0,,,1.0,,0.0093,/data/Chapter6/Ni-slabs.hdf,1178
Ni-slabs,Ni-111-Ga-3x3x4-3-a-COOH-AB,CHGa3Ni33O2,COOH,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-102.56659689,-80.83163704,-21.734959849999996,1.0,1.0,2.0,,,,,0.0059,/data/Chapter6/Ni-slabs.hdf,1182
Ni-slabs,Ni-111-Ga-3x3x4-3-a-COOH-AA,CHGa3Ni33O2,COOH,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-102.5953529,-80.83163704,-21.76371585999999,1.0,1.0,2.0,,,,,0.008,/data/Chapter6/Ni-slabs.hdf,1183
Ni-slabs,Ni-111-Ga-3x3x4-3-a-HCO-AB,CHGa3Ni33O,HCO,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-96.85257209,-80.83163704,-16.02093504999999,1.0,1.0,1.0,,,,,0.0083,/data/Chapter6/Ni-slabs.hdf,1184
Ni-slabs,Ni-111-Ga-3x3x4-3-a-HCO-AA,CHGa3Ni33O,HCO,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-96.83817279,-80.83163704,-16.006535749999998,1.0,1.0,1.0,,,,,0.0082,/data/Chapter6/Ni-slabs.hdf,1185
Ni-slabs,Ni-111-Ga-3x3x4-3-a-CO-A-1,CGa3Ni33O,CO,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-94.00500243,-80.83163704,-13.17336539,1.0,0.0,1.0,1.0,,,,0.0088,/data/Chapter6/Ni-slabs.hdf,1186
Ni-slabs,Ni-111-Ga-3x3x4-3-a-CO-A-4,C3Ga3Ni33O3,CO,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-120.58621047,-80.83163704,-39.75457342999999,3.0,0.0,3.0,3.0,,,,0.0073,/data/Chapter6/Ni-slabs.hdf,1187
Ni-slabs,Ni-111-Ga-3x3x4-3-a-CO-A-3,C2Ga3Ni33O2,CO,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-107.25167454,-80.83163704,-26.420037499999992,2.0,0.0,2.0,2.0,,,,0.0064,/data/Chapter6/Ni-slabs.hdf,1188
Ni-slabs,Ni-111-Ga-3x3x4-3-a-CO-A-2,CGa3Ni33O,CO,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-92.98501606,-80.83163704,-12.153379020000003,1.0,0.0,1.0,1.0,,,,0.0064,/data/Chapter6/Ni-slabs.hdf,1189
Ni-slabs,Ni-111-Ga-3x3x4-3-a-CO-A-5,C3Ga3Ni33O3,CO,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-120.61276829,-80.83163704,-39.78113125,3.0,0.0,3.0,3.0,,,,0.0072,/data/Chapter6/Ni-slabs.hdf,1190
Ni-slabs,Ni-111-Ga-3x3x4-3-a-CO-B-1,CGa3Ni33O,CO,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-92.9865455,-80.83163704,-12.154908460000001,1.0,0.0,1.0,1.0,,,,0.0091,/data/Chapter6/Ni-slabs.hdf,1191
Ni-slabs,Ni-111-Ga-3x3x4-3-a-CO-B-4,CGa3Ni33O,CO,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-94.00757523,-80.83163704,-13.175938189999997,1.0,0.0,1.0,1.0,,,,0.0095,/data/Chapter6/Ni-slabs.hdf,1192
Ni-slabs,Ni-111-Ga-3x3x4-3-a-CO-B-3,CGa3Ni33O,CO,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-94.00762652,-80.83163704,-13.175989479999998,1.0,0.0,1.0,1.0,,,,0.0031,/data/Chapter6/Ni-slabs.hdf,1193
Ni-slabs,Ni-111-Ga-3x3x4-3-a-CO-B-5,C2Ga3Ni33O2,CO,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-107.15640303,-80.83163704,-26.324765990000003,2.0,0.0,2.0,2.0,,,,0.0087,/data/Chapter6/Ni-slabs.hdf,1194
Ni-slabs,Ni-111-Ga-3x3x4-3-a-HCOOH-BB-1,CH2Ga3Ni33O2,HCOOH,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-106.38096005,-80.83163704,-25.549323009999995,1.0,2.0,2.0,,,,,0.0082,/data/Chapter6/Ni-slabs.hdf,1195
Ni-slabs,Ni-111-Ga-3x3x4-3-a-HCOOH-AB-1,CH2Ga3Ni33O2,HCOOH,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-106.33202783,-80.83163704,-25.500390789999997,1.0,2.0,2.0,,,,,0.0082,/data/Chapter6/Ni-slabs.hdf,1196
Ni-slabs,Ni-111-Ga-3x3x4-3-a-HCOOH-AA-1,CH2Ga3Ni33O2,HCOOH,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-106.28509672,-80.83163704,-25.453459679999995,1.0,2.0,2.0,,,,,0.0075,/data/Chapter6/Ni-slabs.hdf,1197
Ni-slabs,Ni-111-Ga-3x3x4-3-a-H2COOH-AB-1,CH3Ga3Ni33O2,H2COOH,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-109.98586607,-80.83163704,-29.154229029999996,1.0,3.0,2.0,,,,,0.0073,/data/Chapter6/Ni-slabs.hdf,1215
Ni-slabs,Ni-111-Ga-3x3x4-3-a-HCOO-BB-1,CHGa3Ni33O2,HCOO,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-103.08437343,-80.83163704,-22.252736389999995,1.0,1.0,2.0,,,,,0.0064,/data/Chapter6/Ni-slabs.hdf,1216
Ni-slabs,Ni-111-Ga-3x3x4-3-a-HCOO-AB-1,CHGa3Ni33O2,HCOO,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-103.08391334,-80.83163704,-22.25227629999999,1.0,1.0,2.0,,,,,0.0097,/data/Chapter6/Ni-slabs.hdf,1217
Ni-slabs,Ni-111-Ga-3x3x4-3-a-HCOO-AA-1,CHGa3Ni33O2,HCOO,Ni-111-Ga-3x3x4-3-a,Ga3Ni33,ok,-103.12407723,-80.83163704,-22.292440189999994,1.0,1.0,2.0,,,,,0.0064,/data/Chapter6/Ni-slabs.hdf,1218
Ni-slabs,Ni-111-Ga-3x3x4-3-c-CO-AAA-fcc,CGa3Ni33O,CO,Ni-111-Ga-3x3x4-3-c,Ga3Ni33,ok,-93.52815825,-79.95256971,-13.575588539999998,1.0,0.0,1.0,1.0,,,,0.0085,/data/Chapter6/Ni-slabs.hdf,1223
Ni-slabs,Ni-111-Ga-3x3x4-3-c-CO-AAA-hcp,CGa3Ni33O,CO,Ni-111-Ga-3x3x4-3-c,Ga3Ni33,ok,-93.68803674,-79.95256971,-13.735467029999995,1.0,0.0,1.0,1.0,,,,0.0068,/data/Chapter6/Ni-slabs.hdf,1224
Ni-slabs,Ni-111-Ga-3x3x4-3-c-HCOOH-BB-1,CH2Ga3Ni33O2,HCOOH,Ni-111-Ga-3x3x4-3-c,Ga3Ni33,ok,-105.58197392,-79.95256971,-25.62940420999999,1.0,2.0,2.0,,,,,0.005,/data/Chapter6/Ni-slabs.hdf,1225
Ni-slabs,Ni-111-Ga-3x3x4-3-c-HCOOH-AB,CH2Ga3Ni33O2,HCOOH,Ni-111-Ga-3x3x4-3-c,Ga3Ni33,ok,-105.52273299,-79.95256971,-25.57016327999999,1.0,2.0,2.0,,,,,0.0065,/data/Chapter6/Ni-slabs.hdf,1226
Ni-slabs,Ni-111-Ga-3x3x4-3-c-HCOOH-AA,CH2Ga3Ni33O2,HCOOH,Ni-111-Ga-3x3x4-3-c,Ga3Ni33,ok,-105.50407998,-79.95256971,-25.551510269999994,1.0,2.0,2.0,,,,,0.0097,/data/Chapter6/Ni-slabs.hdf,1227
Ni-slabs,Ni-111-Ga-3x3x4-3-c-HCOO-BB-1,CHGa3Ni33O2,HCOO,Ni-111-Ga-3x3x4-3-c,Ga3Ni33,ok,-102.20386108,-79.95256971,-22.25129136999999,1.0,1.0,2.0,,,,,0.0081,/data/Chapter6/Ni-slabs.hdf,1228
Ni-slabs,Ni-111-Ga-3x3x4-3-c-HCOO-AB,CHGa3Ni33O2,HCOO,Ni-111-Ga-3x3x4-3-c,Ga3Ni33,ok,-102.25219387,-79.95256971,-22.299624159999993,1.0,1.0,2.0,,,,,0.0053,/data/Chapter6/Ni-slabs.hdf,1229
Ni-slabs,Ni-111-Ga-3x3x4-3-c-HCOO-AA,CHGa3Ni33O2,HCOO,Ni-111-Ga-3x3x4-3-c,Ga3Ni33,ok,-102.23135535,-79.95256971,-22.278785639999995,1.0,1.0,2.0,,,,,0.0052,/data/Chapter6/Ni-slabs.hdf,1230
