dataset_label,Name,Formula,E,surface_key,surface_ref_status,source_hdf,source_row
Ni-slabs,Ni-111-clean-2x2x4-O-1,Ni16O,-40.792092,Ni-111-clean-2x2x4-O-1,self,/data/Chapter6/Ni-slabs.hdf,574
Ni-slabs,Ni-111-clean-2x2x4-H-fcc,HNi16,-39.14901587,Ni-111-clean-2x2x4-H-fcc,self,/data/Chapter6/Ni-slabs.hdf,575
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-20,Ni16,-35.274274,Ni-111-clean-2x2x4-convergence-kpoints-20,self,/data/Chapter6/Ni-slabs.hdf,576
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-18,Ni16,-35.27777314,Ni-111-clean-2x2x4-convergence-kpoints-18,self,/data/Chapter6/Ni-slabs.hdf,577
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-9,Ni16,-35.26560466,Ni-111-clean-2x2x4-convergence-kpoints-9,self,/data/Chapter6/Ni-slabs.hdf,578
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-11,Ni16,-35.27870239,Ni-111-clean-2x2x4-convergence-kpoints-11,self,/data/Chapter6/Ni-slabs.hdf,579
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-7,Ni16,-35.25450142,Ni-111-clean-2x2x4-convergence-kpoints-7,self,/data/Chapter6/Ni-slabs.hdf,580
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-16,Ni16,-35.26392659,Ni-111-clean-2x2x4-convergence-kpoints-16,self,/data/Chapter6/Ni-slabs.hdf,581
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-6,Ni16,-35.2362,Ni-111-clean-2x2x4-convergence-kpoints-6,self,/data/Chapter6/Ni-slabs.hdf,582
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-17,Ni16,-35.27271328,Ni-111-clean-2x2x4-convergence-kpoints-17,self,/data/Chapter6/Ni-slabs.hdf,583
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-10,Ni16,-35.26341148,Ni-111-clean-2x2x4-convergence-kpoints-10,self,/data/Chapter6/Ni-slabs.hdf,584
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-19,Ni16,-35.27618319,Ni-111-clean-2x2x4-convergence-kpoints-19,self,/data/Chapter6/Ni-slabs.hdf,585
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-8,Ni16,-35.30066294,Ni-111-clean-2x2x4-convergence-kpoints-8,self,/data/Chapter6/Ni-slabs.hdf,586
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-backup-9,Ni16,-35.26584275,Ni-111-clean-2x2x4-convergence-kpoints-backup-9,self,/data/Chapter6/Ni-slabs.hdf,587
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-backup-7,Ni16,-35.25468022,Ni-111-clean-2x2x4-convergence-kpoints-backup-7,self,/data/Chapter6/Ni-slabs.hdf,588
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-backup-6,Ni16,-35.23619285,Ni-111-clean-2x2x4-convergence-kpoints-backup-6,self,/data/Chapter6/Ni-slabs.hdf,589
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-backup-10,Ni16,-35.26352583,Ni-111-clean-2x2x4-convergence-kpoints-backup-10,self,/data/Chapter6/Ni-slabs.hdf,590
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-backup-8,Ni16,-35.30067449,Ni-111-clean-2x2x4-convergence-kpoints-backup-8,self,/data/Chapter6/Ni-slabs.hdf,591
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-backup-4,Ni16,-35.36915985,Ni-111-clean-2x2x4-convergence-kpoints-backup-4,self,/data/Chapter6/Ni-slabs.hdf,592
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-backup-3,Ni16,-35.45667805,Ni-111-clean-2x2x4-convergence-kpoints-backup-3,self,/data/Chapter6/Ni-slabs.hdf,593
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-backup-2,Ni16,-36.1543747,Ni-111-clean-2x2x4-convergence-kpoints-backup-2,self,/data/Chapter6/Ni-slabs.hdf,594
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-backup-5,Ni16,-35.23556297,Ni-111-clean-2x2x4-convergence-kpoints-backup-5,self,/data/Chapter6/Ni-slabs.hdf,595
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-4,Ni16,-35.36915878,Ni-111-clean-2x2x4-convergence-kpoints-4,self,/data/Chapter6/Ni-slabs.hdf,596
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-15,Ni16,-35.26857034,Ni-111-clean-2x2x4-convergence-kpoints-15,self,/data/Chapter6/Ni-slabs.hdf,597
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-3,Ni16,-35.45653086,Ni-111-clean-2x2x4-convergence-kpoints-3,self,/data/Chapter6/Ni-slabs.hdf,598
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-12,Ni16,-35.28027949,Ni-111-clean-2x2x4-convergence-kpoints-12,self,/data/Chapter6/Ni-slabs.hdf,599
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-2,Ni16,-36.1543747,Ni-111-clean-2x2x4-convergence-kpoints-2,self,/data/Chapter6/Ni-slabs.hdf,600
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-13,Ni16,-35.2822347,Ni-111-clean-2x2x4-convergence-kpoints-13,self,/data/Chapter6/Ni-slabs.hdf,601
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-5,Ni16,-35.23490099,Ni-111-clean-2x2x4-convergence-kpoints-5,self,/data/Chapter6/Ni-slabs.hdf,602
Ni-slabs,Ni-111-clean-2x2x4-convergence-kpoints-14,Ni16,-35.27708983,Ni-111-clean-2x2x4-convergence-kpoints-14,self,/data/Chapter6/Ni-slabs.hdf,603
Ni-slabs,Ni-111-clean-2x2x4-Hx2-honeycomb,H2Ni16,-43.13483144,Ni-111-clean-2x2x4-Hx2-honeycomb,self,/data/Chapter6/Ni-slabs.hdf,604
Ni-slabs,Ni-111-clean-2x2x4-OH-A-1,HNi16O,-44.49954711,Ni-111-clean-2x2x4-OH-A-1,self,/data/Chapter6/Ni-slabs.hdf,605
Ni-slabs,Ni-111-clean-2x2x4-Ox3-1,Ni16O3,-48.9600281,Ni-111-clean-2x2x4-Ox3-1,self,/data/Chapter6/Ni-slabs.hdf,606
Ni-slabs,Ni-111-clean-2x2x4-Ox2-1,Ni16O2,-45.31432912,Ni-111-clean-2x2x4-Ox2-1,self,/data/Chapter6/Ni-slabs.hdf,607
Ni-slabs,Ni-111-clean-2x2x4-OHx2-A-1,H2Ni16O2,-53.08007637,Ni-111-clean-2x2x4-OHx2-A-1,self,/data/Chapter6/Ni-slabs.hdf,611
Ni-slabs,Ni-111-clean-2x2x5,Ni20,-45.38516783,Ni-111-clean-2x2x5,self,/data/Chapter6/Ni-slabs.hdf,612
Ni-slabs,Ni-111-clean-o_6x6x4,Ni144,-317.30776929,Ni-111-clean-o_6x6x4,self,/data/Chapter6/Ni-slabs.hdf,613
Ni-slabs,Ni-111-clean-o_6x6x4-Al20O20,Al24Ni144O24,-590.31072941,Ni-111-clean-o_6x6x4-Al20O20,self,/data/Chapter6/Ni-slabs.hdf,614
Ni-slabs,Ni-111-clean-o_6x6x4-Ga20O20,Ga24Ni144O24,-520.41202625,Ni-111-clean-o_6x6x4-Ga20O20,self,/data/Chapter6/Ni-slabs.hdf,615
Ni-slabs,Ni-111-clean-7x8x2,Ni112,-211.12652783,Ni-111-clean-7x8x2,self,/data/Chapter6/Ni-slabs.hdf,616
Ni-slabs,Ni-111-clean-7x8x2-MgOwire,0,0.0,Ni-111-clean-7x8x2-MgOwire,missing,/data/Chapter6/Ni-slabs.hdf,618
Ni-slabs,Ni-111-clean-7x8x2-MgOwire-CHO-1,0,0.0,Ni-111-clean-7x8x2-MgOwire-CHO-1,missing,/data/Chapter6/Ni-slabs.hdf,620
Ni-slabs,Ni-111-clean-6x6x4,Ni144,-317.14206485,Ni-111-clean-6x6x4,self,/data/Chapter6/Ni-slabs.hdf,623
Ni-slabs,Ni-111-clean-6x6x4-Ga25O25,Ga25Ni144O25,-528.49141523,Ni-111-clean-6x6x4-Ga25O25,self,/data/Chapter6/Ni-slabs.hdf,624
Ni-slabs,Ni-111-clean-4x4x6,Ni96,-221.79004182,Ni-111-clean-4x4x6,self,/data/Chapter6/Ni-slabs.hdf,625
Ni-slabs,Ni-111-clean-o_2x2x4,Ni16,-35.25587584,Ni-111-clean-o_2x2x4,self,/data/Chapter6/Ni-slabs.hdf,626
Ni-slabs,Ni-111-clean-o_2x2x4-convergence-kpoints-20,Ni16,-35.27389887,Ni-111-clean-o_2x2x4-convergence-kpoints-20,self,/data/Chapter6/Ni-slabs.hdf,627
Ni-slabs,Ni-111-clean-o_2x2x4-convergence-kpoints-18,Ni16,-35.2748905,Ni-111-clean-o_2x2x4-convergence-kpoints-18,self,/data/Chapter6/Ni-slabs.hdf,628
Ni-slabs,Ni-111-clean-o_2x2x4-convergence-kpoints-9,Ni16,-35.27640202,Ni-111-clean-o_2x2x4-convergence-kpoints-9,self,/data/Chapter6/Ni-slabs.hdf,629
Ni-slabs,Ni-111-clean-o_2x2x4-convergence-kpoints-11,Ni16,-35.27652988,Ni-111-clean-o_2x2x4-convergence-kpoints-11,self,/data/Chapter6/Ni-slabs.hdf,630
Ni-slabs,Ni-111-clean-o_2x2x4-convergence-kpoints-7,Ni16,-35.27014819,Ni-111-clean-o_2x2x4-convergence-kpoints-7,self,/data/Chapter6/Ni-slabs.hdf,631
Ni-slabs,Ni-111-clean-o_2x2x4-convergence-kpoints-16,Ni16,-35.27045929,Ni-111-clean-o_2x2x4-convergence-kpoints-16,self,/data/Chapter6/Ni-slabs.hdf,632
Ni-slabs,Ni-111-clean-o_2x2x4-convergence-kpoints-6,Ni16,-35.25587584,Ni-111-clean-o_2x2x4-convergence-kpoints-6,self,/data/Chapter6/Ni-slabs.hdf,633
Ni-slabs,Ni-111-clean-o_2x2x4-convergence-kpoints-17,Ni16,-35.27308589,Ni-111-clean-o_2x2x4-convergence-kpoints-17,self,/data/Chapter6/Ni-slabs.hdf,634
Ni-slabs,Ni-111-clean-o_2x2x4-convergence-kpoints-10,Ni16,-35.27097635,Ni-111-clean-o_2x2x4-convergence-kpoints-10,self,/data/Chapter6/Ni-slabs.hdf,635
Ni-slabs,Ni-111-clean-o_2x2x4-convergence-kpoints-19,Ni16,-35.27432992,Ni-111-clean-o_2x2x4-convergence-kpoints-19,self,/data/Chapter6/Ni-slabs.hdf,636
Ni-slabs,Ni-111-clean-o_2x2x4-convergence-kpoints-8,Ni16,-35.27802981,Ni-111-clean-o_2x2x4-convergence-kpoints-8,self,/data/Chapter6/Ni-slabs.hdf,637
Ni-slabs,Ni-111-clean-o_2x2x4-convergence-kpoints-4,Ni16,-35.28672639,Ni-111-clean-o_2x2x4-convergence-kpoints-4,self,/data/Chapter6/Ni-slabs.hdf,638
Ni-slabs,Ni-111-clean-o_2x2x4-convergence-kpoints-15,Ni16,-35.27265289,Ni-111-clean-o_2x2x4-convergence-kpoints-15,self,/data/Chapter6/Ni-slabs.hdf,639
Ni-slabs,Ni-111-clean-o_2x2x4-convergence-kpoints-3,Ni16,-35.41643572,Ni-111-clean-o_2x2x4-convergence-kpoints-3,self,/data/Chapter6/Ni-slabs.hdf,640
Ni-slabs,Ni-111-clean-o_2x2x4-convergence-kpoints-12,Ni16,-35.27811449,Ni-111-clean-o_2x2x4-convergence-kpoints-12,self,/data/Chapter6/Ni-slabs.hdf,641
Ni-slabs,Ni-111-clean-o_2x2x4-convergence-kpoints-13,Ni16,-35.2741203,Ni-111-clean-o_2x2x4-convergence-kpoints-13,self,/data/Chapter6/Ni-slabs.hdf,642
Ni-slabs,Ni-111-clean-o_2x2x4-convergence-kpoints-5,Ni16,-35.24451669,Ni-111-clean-o_2x2x4-convergence-kpoints-5,self,/data/Chapter6/Ni-slabs.hdf,643
Ni-slabs,Ni-111-clean-o_2x2x4-convergence-kpoints-14,Ni16,-35.27393412,Ni-111-clean-o_2x2x4-convergence-kpoints-14,self,/data/Chapter6/Ni-slabs.hdf,644
Ni-slabs,Ni-111-clean-3x3x6,Ni54,-124.7539801,Ni-111-clean-3x3x6,self,/data/Chapter6/Ni-slabs.hdf,645
Ni-slabs,Ni-111-clean-3x3x6-convergence-kpoints-9,Ni54,-124.86969081,Ni-111-clean-3x3x6-convergence-kpoints-9,self,/data/Chapter6/Ni-slabs.hdf,646
Ni-slabs,Ni-111-clean-3x3x6-convergence-kpoints-7,Ni54,-124.87004596,Ni-111-clean-3x3x6-convergence-kpoints-7,self,/data/Chapter6/Ni-slabs.hdf,647
Ni-slabs,Ni-111-clean-3x3x6-convergence-kpoints-6,Ni54,-124.84775048,Ni-111-clean-3x3x6-convergence-kpoints-6,self,/data/Chapter6/Ni-slabs.hdf,648
Ni-slabs,Ni-111-clean-3x3x6-convergence-kpoints-10,Ni54,-124.84702785,Ni-111-clean-3x3x6-convergence-kpoints-10,self,/data/Chapter6/Ni-slabs.hdf,649
Ni-slabs,Ni-111-clean-3x3x6-convergence-kpoints-8,Ni54,-124.87019007,Ni-111-clean-3x3x6-convergence-kpoints-8,self,/data/Chapter6/Ni-slabs.hdf,650
Ni-slabs,Ni-111-clean-3x3x6-convergence-kpoints-4,Ni54,-124.75397964,Ni-111-clean-3x3x6-convergence-kpoints-4,self,/data/Chapter6/Ni-slabs.hdf,651
Ni-slabs,Ni-111-clean-3x3x6-convergence-kpoints-3,Ni54,-124.82806764,Ni-111-clean-3x3x6-convergence-kpoints-3,self,/data/Chapter6/Ni-slabs.hdf,652
Ni-slabs,Ni-111-clean-3x3x6-convergence-kpoints-5,Ni54,-124.8457785,Ni-111-clean-3x3x6-convergence-kpoints-5,self,/data/Chapter6/Ni-slabs.hdf,653
Ni-slabs,Ni-111-clean-o_5x4x4,Ni80,-176.29757035,Ni-111-clean-o_5x4x4,self,/data/Chapter6/Ni-slabs.hdf,654
Ni-slabs,Ni-111-clean-o_5x4x4-Ga12O18-g,Ga12Ni80O18,-303.5330369,Ni-111-clean-o_5x4x4-Ga12O18-g,self,/data/Chapter6/Ni-slabs.hdf,655
Ni-slabs,Ni-111-clean-o_5x4x4-Ga12O18-g_flipped,0,0.0,Ni-111-clean-o_5x4x4-Ga12O18-g_flipped,missing,/data/Chapter6/Ni-slabs.hdf,656
Ni-slabs,Ni-111-clean-o_5x4x4-Ga12O18-g_flipped-reducedcell,Ga12Ni60O18,-253.79802934,Ni-111-clean-o_5x4x4-Ga12O18-g_flipped-reducedcell,self,/data/Chapter6/Ni-slabs.hdf,657
Ni-slabs,Ni-111-clean-o_4x4x4,Ni64,-141.02963962,Ni-111-clean-o_4x4x4,self,/data/Chapter6/Ni-slabs.hdf,658
Ni-slabs,Ni-111-clean-o_4x4x4-convergence-kpoints-9,Ni64,-141.10569864,Ni-111-clean-o_4x4x4-convergence-kpoints-9,self,/data/Chapter6/Ni-slabs.hdf,659
Ni-slabs,Ni-111-clean-o_4x4x4-convergence-kpoints-7,Ni64,-141.10187375,Ni-111-clean-o_4x4x4-convergence-kpoints-7,self,/data/Chapter6/Ni-slabs.hdf,660
Ni-slabs,Ni-111-clean-o_4x4x4-convergence-kpoints-6,Ni64,-141.11859439,Ni-111-clean-o_4x4x4-convergence-kpoints-6,self,/data/Chapter6/Ni-slabs.hdf,661
Ni-slabs,Ni-111-clean-o_4x4x4-convergence-kpoints-10,Ni64,-141.10173395,Ni-111-clean-o_4x4x4-convergence-kpoints-10,self,/data/Chapter6/Ni-slabs.hdf,662
Ni-slabs,Ni-111-clean-o_4x4x4-convergence-kpoints-8,Ni64,-141.08797382,Ni-111-clean-o_4x4x4-convergence-kpoints-8,self,/data/Chapter6/Ni-slabs.hdf,663
Ni-slabs,Ni-111-clean-o_4x4x4-convergence-kpoints-4,Ni64,-141.11825578,Ni-111-clean-o_4x4x4-convergence-kpoints-4,self,/data/Chapter6/Ni-slabs.hdf,664
Ni-slabs,Ni-111-clean-o_4x4x4-convergence-kpoints-3,Ni64,-141.02963962,Ni-111-clean-o_4x4x4-convergence-kpoints-3,self,/data/Chapter6/Ni-slabs.hdf,665
Ni-slabs,Ni-111-clean-o_4x4x4-convergence-kpoints-5,Ni64,-141.09004158,Ni-111-clean-o_4x4x4-convergence-kpoints-5,self,/data/Chapter6/Ni-slabs.hdf,666
Ni-slabs,Ni-111-clean-2x2x6,Ni24,-55.44472987,Ni-111-clean-2x2x6,self,/data/Chapter6/Ni-slabs.hdf,667
Ni-slabs,Ni-111-clean-o_7x4x4,Ni112,-246.87033183,Ni-111-clean-o_7x4x4,self,/data/Chapter6/Ni-slabs.hdf,668
Ni-slabs,Ni-111-clean-o_7x4x4-Ga18O27-f_flipped,0,0.0,Ni-111-clean-o_7x4x4-Ga18O27-f_flipped,missing,/data/Chapter6/Ni-slabs.hdf,669
Ni-slabs,Ni-111-clean-o_7x4x4-Ga18O27-f_flipped-reducedcell,0,0.0,Ni-111-clean-o_7x4x4-Ga18O27-f_flipped-reducedcell,missing,/data/Chapter6/Ni-slabs.hdf,670
Ni-slabs,Ni-111-clean-o_7x4x4-Ga18O27-f,Ga18Ni112O27,-438.31956845,Ni-111-clean-o_7x4x4-Ga18O27-f,self,/data/Chapter6/Ni-slabs.hdf,671
Ni-slabs,Ni-111-clean-4x4x5,Ni80,-181.5533997,Ni-111-clean-4x4x5,self,/data/Chapter6/Ni-slabs.hdf,672
Ni-slabs,Ni-111-clean-4x4x4,Ni64,-140.95088408,Ni-111-clean-4x4x4,self,/data/Chapter6/Ni-slabs.hdf,673
Ni-slabs,Ni-111-clean-4x4x4-OHAlO-1,HAlNi64O2,-160.24736767,Ni-111-clean-4x4x4-OHAlO-1,self,/data/Chapter6/Ni-slabs.hdf,674
Ni-slabs,Ni-111-clean-4x4x4-GaO-1,GaNi64O,-148.76533619,Ni-111-clean-4x4x4-GaO-1,self,/data/Chapter6/Ni-slabs.hdf,675
Ni-slabs,Ni-111-clean-4x4x4-GaOH-1,HGaNi64O,-152.94175805,Ni-111-clean-4x4x4-GaOH-1,self,/data/Chapter6/Ni-slabs.hdf,676
Ni-slabs,Ni-111-clean-4x4x4-Ga-1,GaNi64,-143.31354267,Ni-111-clean-4x4x4-Ga-1,self,/data/Chapter6/Ni-slabs.hdf,677
Ni-slabs,Ni-111-clean-4x4x4-Ga12O12-a,0,0.0,Ni-111-clean-4x4x4-Ga12O12-a,missing,/data/Chapter6/Ni-slabs.hdf,678
Ni-slabs,Ni-111-clean-4x4x4-Ga12O12-e,Ga12Ni64O12,-239.08214468,Ni-111-clean-4x4x4-Ga12O12-e,self,/data/Chapter6/Ni-slabs.hdf,679
Ni-slabs,Ni-111-clean-4x4x4-Na-1,NaNi64,-142.40437881,Ni-111-clean-4x4x4-Na-1,self,/data/Chapter6/Ni-slabs.hdf,680
Ni-slabs,Ni-111-clean-4x4x4-Zn9O9-1,Ni64O9Zn9,-174.22475671,Ni-111-clean-4x4x4-Zn9O9-1,self,/data/Chapter6/Ni-slabs.hdf,681
Ni-slabs,Ni-111-clean-4x4x4-Zn9O9-1-backup,0,0.0,Ni-111-clean-4x4x4-Zn9O9-1-backup,missing,/data/Chapter6/Ni-slabs.hdf,682
Ni-slabs,Ni-111-clean-4x4x4-convergence-kpoints-9,0,0.0,Ni-111-clean-4x4x4-convergence-kpoints-9,missing,/data/Chapter6/Ni-slabs.hdf,683
Ni-slabs,Ni-111-clean-4x4x4-convergence-kpoints-7,Ni64,-141.11444262,Ni-111-clean-4x4x4-convergence-kpoints-7,self,/data/Chapter6/Ni-slabs.hdf,684
Ni-slabs,Ni-111-clean-4x4x4-convergence-kpoints-6,Ni64,-141.12720255,Ni-111-clean-4x4x4-convergence-kpoints-6,self,/data/Chapter6/Ni-slabs.hdf,685
Ni-slabs,Ni-111-clean-4x4x4-convergence-kpoints-10,0,0.0,Ni-111-clean-4x4x4-convergence-kpoints-10,missing,/data/Chapter6/Ni-slabs.hdf,686
Ni-slabs,Ni-111-clean-4x4x4-convergence-kpoints-8,Ni64,-141.06179043,Ni-111-clean-4x4x4-convergence-kpoints-8,self,/data/Chapter6/Ni-slabs.hdf,687
Ni-slabs,Ni-111-clean-4x4x4-convergence-kpoints-4,Ni64,-141.20873503,Ni-111-clean-4x4x4-convergence-kpoints-4,self,/data/Chapter6/Ni-slabs.hdf,688
Ni-slabs,Ni-111-clean-4x4x4-convergence-kpoints-3,Ni64,-140.95088408,Ni-111-clean-4x4x4-convergence-kpoints-3,self,/data/Chapter6/Ni-slabs.hdf,689
Ni-slabs,Ni-111-clean-4x4x4-convergence-kpoints-5,Ni64,-141.05972948,Ni-111-clean-4x4x4-convergence-kpoints-5,self,/data/Chapter6/Ni-slabs.hdf,690
Ni-slabs,Ni-111-clean-4x4x4-Zn-1,Ni64Zn,-139.4096227,Ni-111-clean-4x4x4-Zn-1,self,/data/Chapter6/Ni-slabs.hdf,691
Ni-slabs,Ni-111-clean-4x4x4-AlOH-1,HAlNi64O,-154.7585097,Ni-111-clean-4x4x4-AlOH-1,self,/data/Chapter6/Ni-slabs.hdf,692
Ni-slabs,Ni-111-clean-4x4x4-NaOH-1,0,0.0,Ni-111-clean-4x4x4-NaOH-1,missing,/data/Chapter6/Ni-slabs.hdf,693
Ni-slabs,Ni-111-clean-4x4x4-NaOH-2,HNaNi64O,-151.91945706,Ni-111-clean-4x4x4-NaOH-2,self,/data/Chapter6/Ni-slabs.hdf,694
Ni-slabs,Ni-111-clean-4x4x4-K-1,KNi64,-141.75586862,Ni-111-clean-4x4x4-K-1,self,/data/Chapter6/Ni-slabs.hdf,695
Ni-slabs,Ni-111-clean-4x4x4-OHGaO-1,HGaNi64O2,-158.4300219,Ni-111-clean-4x4x4-OHGaO-1,self,/data/Chapter6/Ni-slabs.hdf,696
Ni-slabs,Ni-111-clean-4x4x4-KOH-1,0,0.0,Ni-111-clean-4x4x4-KOH-1,missing,/data/Chapter6/Ni-slabs.hdf,697
Ni-slabs,Ni-111-clean-4x4x4-KOH-2,HKNi64O,-151.10096742,Ni-111-clean-4x4x4-KOH-2,self,/data/Chapter6/Ni-slabs.hdf,698
Ni-slabs,Ni-111-clean-3x3x4,Ni36,-79.28252769,Ni-111-clean-3x3x4,self,/data/Chapter6/Ni-slabs.hdf,699
Ni-slabs,Ni-111-clean-3x3x4-H2COH-AA,CH3Ni36O,-102.80813645,Ni-111-clean-3x3x4-H2COH-AA,self,/data/Chapter6/Ni-slabs.hdf,700
Ni-slabs,Ni-111-clean-3x3x4-H2COO-AA-1,CH2Ni36O2,-104.28191336,Ni-111-clean-3x3x4-H2COO-AA-1,self,/data/Chapter6/Ni-slabs.hdf,702
Ni-slabs,Ni-111-clean-3x3x4-H2COO-AA-2,CH2Ni36O2,-104.40296024,Ni-111-clean-3x3x4-H2COO-AA-2,self,/data/Chapter6/Ni-slabs.hdf,703
Ni-slabs,Ni-111-clean-3x3x4-O-fcc,Ni36O,-84.81672917,Ni-111-clean-3x3x4-O-fcc,self,/data/Chapter6/Ni-slabs.hdf,714
Ni-slabs,Ni-111-clean-3x3x4-O-AA,Ni36O,-84.8172052,Ni-111-clean-3x3x4-O-AA,self,/data/Chapter6/Ni-slabs.hdf,715
Ni-slabs,Ni-111-clean-3x3x4-H-AA-top,HNi36,-82.6593157,Ni-111-clean-3x3x4-H-AA-top,self,/data/Chapter6/Ni-slabs.hdf,716
Ni-slabs,Ni-111-clean-3x3x4-H-AA-fcc,HNi36,-83.1884645,Ni-111-clean-3x3x4-H-AA-fcc,self,/data/Chapter6/Ni-slabs.hdf,717
Ni-slabs,Ni-111-clean-3x3x4-convergence-kpoints-9,Ni36,-79.35112162,Ni-111-clean-3x3x4-convergence-kpoints-9,self,/data/Chapter6/Ni-slabs.hdf,718
Ni-slabs,Ni-111-clean-3x3x4-convergence-kpoints-11,Ni36,-79.37636365,Ni-111-clean-3x3x4-convergence-kpoints-11,self,/data/Chapter6/Ni-slabs.hdf,719
Ni-slabs,Ni-111-clean-3x3x4-convergence-kpoints-7,Ni36,-79.35807128,Ni-111-clean-3x3x4-convergence-kpoints-7,self,/data/Chapter6/Ni-slabs.hdf,720
Ni-slabs,Ni-111-clean-3x3x4-convergence-kpoints-6,Ni36,-79.34840962,Ni-111-clean-3x3x4-convergence-kpoints-6,self,/data/Chapter6/Ni-slabs.hdf,721
Ni-slabs,Ni-111-clean-3x3x4-convergence-kpoints-10,Ni36,-79.35524437,Ni-111-clean-3x3x4-convergence-kpoints-10,self,/data/Chapter6/Ni-slabs.hdf,722
Ni-slabs,Ni-111-clean-3x3x4-convergence-kpoints-8,Ni36,-79.3816408,Ni-111-clean-3x3x4-convergence-kpoints-8,self,/data/Chapter6/Ni-slabs.hdf,723
Ni-slabs,Ni-111-clean-3x3x4-convergence-kpoints-4,Ni36,-79.28252769,Ni-111-clean-3x3x4-convergence-kpoints-4,self,/data/Chapter6/Ni-slabs.hdf,724
Ni-slabs,Ni-111-clean-3x3x4-convergence-kpoints-3,Ni36,-79.3904904,Ni-111-clean-3x3x4-convergence-kpoints-3,self,/data/Chapter6/Ni-slabs.hdf,725
Ni-slabs,Ni-111-clean-3x3x4-convergence-kpoints-12,Ni36,-79.37592296,Ni-111-clean-3x3x4-convergence-kpoints-12,self,/data/Chapter6/Ni-slabs.hdf,726
Ni-slabs,Ni-111-clean-3x3x4-convergence-kpoints-13,Ni36,-79.36317546,Ni-111-clean-3x3x4-convergence-kpoints-13,self,/data/Chapter6/Ni-slabs.hdf,727
Ni-slabs,Ni-111-clean-3x3x4-convergence-kpoints-5,Ni36,-79.32946775,Ni-111-clean-3x3x4-convergence-kpoints-5,self,/data/Chapter6/Ni-slabs.hdf,728
Ni-slabs,Ni-111-clean-3x3x4-convergence-kpoints-14,Ni36,-79.35886359,Ni-111-clean-3x3x4-convergence-kpoints-14,self,/data/Chapter6/Ni-slabs.hdf,729
Ni-slabs,Ni-111-clean-3x3x4-CH3-1,0,0.0,Ni-111-clean-3x3x4-CH3-1,missing,/data/Chapter6/Ni-slabs.hdf,730
Ni-slabs,Ni-111-clean-3x3x4-GaO3-1,0,0.0,Ni-111-clean-3x3x4-GaO3-1,missing,/data/Chapter6/Ni-slabs.hdf,731
Ni-slabs,Ni-111-clean-3x3x4-H2CO-AA,CH2Ni36O,-99.51950407,Ni-111-clean-3x3x4-H2CO-AA,self,/data/Chapter6/Ni-slabs.hdf,734
Ni-slabs,Ni-111-clean-3x3x4-OH-fcc,HNi36O,-88.78525269,Ni-111-clean-3x3x4-OH-fcc,self,/data/Chapter6/Ni-slabs.hdf,735
Ni-slabs,Ni-111-clean-3x3x4-OH-AA,HNi36O,-88.66526401,Ni-111-clean-3x3x4-OH-AA,self,/data/Chapter6/Ni-slabs.hdf,736
Ni-slabs,Ni-111-clean-3x3x4-C-1,0,0.0,Ni-111-clean-3x3x4-C-1,missing,/data/Chapter6/Ni-slabs.hdf,738
Ni-slabs,Ni-111-clean-3x3x4-C-2,0,0.0,Ni-111-clean-3x3x4-C-2,missing,/data/Chapter6/Ni-slabs.hdf,739
Ni-slabs,Ni-111-clean-3x3x5,Ni45,-102.12044759,Ni-111-clean-3x3x5,self,/data/Chapter6/Ni-slabs.hdf,741
Ni-slabs,Ni-111-clean-3x3x5-convergence-kpoints-9,Ni45,-102.1327914,Ni-111-clean-3x3x5-convergence-kpoints-9,self,/data/Chapter6/Ni-slabs.hdf,742
