dataset_label,Name,Formula,E,surface_key,surface_ref_status,source_hdf,source_row
CaO-slabs,CaO-100-Ni-2x2x4-1,Ca31NiO32,-289.58852741,CaO-100-Ni-2x2x4-1,self,/data/Chapter6/CaO-slabs.hdf,0
CaO-slabs,CaO-100-Ni-2x2x4-4,0,0.0,CaO-100-Ni-2x2x4-4,missing,/data/Chapter6/CaO-slabs.hdf,4
CaO-slabs,CaO-100-clean-2x2x4,Ca32O32,-292.51203182,CaO-100-clean-2x2x4,self,/data/Chapter6/CaO-slabs.hdf,5
CaO-slabs,CaO-100-clean-4x4x4,Ca128O128,-1169.94145487,CaO-100-clean-4x4x4,self,/data/Chapter6/CaO-slabs.hdf,13
CaO-slabs,CaO-100-clean-4x4x4-Ni4O4-1,0,0.0,CaO-100-clean-4x4x4-Ni4O4-1,missing,/data/Chapter6/CaO-slabs.hdf,14
Ga2O3-slabs,Ga2O3-211-0,0,0.0,Ga2O3-211-0,missing,/data/Chapter6/Ga2O3-slabs.hdf,0
Ga2O3-slabs,Ga2O3-211-1,Ga32O48,-331.90450659,Ga2O3-211-1,self,/data/Chapter6/Ga2O3-slabs.hdf,1
Ga2O3-slabs,Ga2O3-001-0,Ga8O12,-84.6401771,Ga2O3-001-0,self,/data/Chapter6/Ga2O3-slabs.hdf,2
Ga2O3-slabs,Ga2O3-001-1,Ga8O12,-81.16332615,Ga2O3-001-1,self,/data/Chapter6/Ga2O3-slabs.hdf,3
Ga2O3-slabs,Ga2O3-001-4,Ga8O12,-81.6924397,Ga2O3-001-4,self,/data/Chapter6/Ga2O3-slabs.hdf,4
Ga2O3-slabs,Ga2O3-001-3,Ga8O12,-82.48934418,Ga2O3-001-3,self,/data/Chapter6/Ga2O3-slabs.hdf,5
Ga2O3-slabs,Ga2O3-001-2,Ga8O12,-81.27045686,Ga2O3-001-2,self,/data/Chapter6/Ga2O3-slabs.hdf,6
Ga2O3-slabs,Ga2O3-001-5-2x2x4,Ga32O48,-343.44016691,Ga2O3-001-5-2x2x4,self,/data/Chapter6/Ga2O3-slabs.hdf,7
Ga2O3-slabs,Ga2O3-001-5-2x1x4,Ga16O24,-171.71908232,Ga2O3-001-5-2x1x4,self,/data/Chapter6/Ga2O3-slabs.hdf,8
Ga2O3-slabs,Ga2O3-001-5-2x1x4-H-1,0,0.0,Ga2O3-001-5-2x1x4-H-1,missing,/data/Chapter6/Ga2O3-slabs.hdf,13
Ga2O3-slabs,Ga2O3-001-5-1x1x4,Ga8O12,-85.66009524,Ga2O3-001-5-1x1x4,self,/data/Chapter6/Ga2O3-slabs.hdf,14
Ga2O3-slabs,Ga2O3-111-0,Ga16O24,-163.73423327,Ga2O3-111-0,self,/data/Chapter6/Ga2O3-slabs.hdf,15
Ga2O3-slabs,Ga2O3-111-0-2x2x4,0,0.0,Ga2O3-111-0-2x2x4,missing,/data/Chapter6/Ga2O3-slabs.hdf,16
Ga2O3-slabs,Ga2O3-111-1,Ga16O24,-162.65979069,Ga2O3-111-1,self,/data/Chapter6/Ga2O3-slabs.hdf,19
Ga2O3-slabs,Ga2O3-111-3-2x2x4,Ga64O96,-688.07828955,Ga2O3-111-3-2x2x4,self,/data/Chapter6/Ga2O3-slabs.hdf,20
Ga2O3-slabs,Ga2O3-111-3-2x2x4-V1-1,Ga64O95,-680.42227524,Ga2O3-111-3-2x2x4-V1-1,self,/data/Chapter6/Ga2O3-slabs.hdf,21
Ga2O3-slabs,Ga2O3-111-3-2x2x4-V1-4,Ga64O95,-681.54856722,Ga2O3-111-3-2x2x4-V1-4,self,/data/Chapter6/Ga2O3-slabs.hdf,22
Ga2O3-slabs,Ga2O3-111-3-2x2x4-V1-3,Ga64O95,-681.54827649,Ga2O3-111-3-2x2x4-V1-3,self,/data/Chapter6/Ga2O3-slabs.hdf,23
Ga2O3-slabs,Ga2O3-111-3-2x2x4-V1-2,Ga64O95,-681.66075576,Ga2O3-111-3-2x2x4-V1-2,self,/data/Chapter6/Ga2O3-slabs.hdf,24
Ga2O3-slabs,Ga2O3-111-3-2x2x4-V2-6,Ga64O94,-672.62484842,Ga2O3-111-3-2x2x4-V2-6,self,/data/Chapter6/Ga2O3-slabs.hdf,25
Ga2O3-slabs,Ga2O3-111-3-2x2x4-V2-1,Ga64O94,-674.45305308,Ga2O3-111-3-2x2x4-V2-1,self,/data/Chapter6/Ga2O3-slabs.hdf,26
Ga2O3-slabs,Ga2O3-111-3-2x2x4-V2-4,Ga64O94,-675.14263138,Ga2O3-111-3-2x2x4-V2-4,self,/data/Chapter6/Ga2O3-slabs.hdf,27
Ga2O3-slabs,Ga2O3-111-3-2x2x4-V2-3,Ga64O94,-674.74039386,Ga2O3-111-3-2x2x4-V2-3,self,/data/Chapter6/Ga2O3-slabs.hdf,28
Ga2O3-slabs,Ga2O3-111-3-2x2x4-V2-2,Ga64O94,-675.16573658,Ga2O3-111-3-2x2x4-V2-2,self,/data/Chapter6/Ga2O3-slabs.hdf,29
Ga2O3-slabs,Ga2O3-111-3-2x2x4-V4-1,0,0.0,Ga2O3-111-3-2x2x4-V4-1,missing,/data/Chapter6/Ga2O3-slabs.hdf,30
Ga2O3-slabs,Ga2O3-111-3-2x2x4-V4-3,Ga64O92,-662.56106396,Ga2O3-111-3-2x2x4-V4-3,self,/data/Chapter6/Ga2O3-slabs.hdf,31
Ga2O3-slabs,Ga2O3-111-3-2x2x4-V4-2,Ga64O92,-662.6726718,Ga2O3-111-3-2x2x4-V4-2,self,/data/Chapter6/Ga2O3-slabs.hdf,32
Ga2O3-slabs,Ga2O3-111-3-1x1x4,Ga16O24,-172.01322771,Ga2O3-111-3-1x1x4,self,/data/Chapter6/Ga2O3-slabs.hdf,33
Ga2O3-slabs,Ga2O3-111-3-1x1x4-V1-1,Ga16O23,-165.637134,Ga2O3-111-3-1x1x4-V1-1,self,/data/Chapter6/Ga2O3-slabs.hdf,34
Ga2O3-slabs,Ga2O3-111-3-1x1x4-V1-4,Ga16O23,-165.49979233,Ga2O3-111-3-1x1x4-V1-4,self,/data/Chapter6/Ga2O3-slabs.hdf,35
Ga2O3-slabs,Ga2O3-111-3-1x1x4-V1-3,Ga16O23,-164.29738181,Ga2O3-111-3-1x1x4-V1-3,self,/data/Chapter6/Ga2O3-slabs.hdf,36
Ga2O3-slabs,Ga2O3-111-3-1x1x4-V1-2,Ga16O23,-165.74066478,Ga2O3-111-3-1x1x4-V1-2,self,/data/Chapter6/Ga2O3-slabs.hdf,37
Ga2O3-slabs,Ga2O3-111-2,Ga16O24,-156.87038705,Ga2O3-111-2,self,/data/Chapter6/Ga2O3-slabs.hdf,38
Ga2O3-slabs,Ga2O3-121-0,0,0.0,Ga2O3-121-0,missing,/data/Chapter6/Ga2O3-slabs.hdf,39
Ga2O3-slabs,Ga2O3-121-1,0,0.0,Ga2O3-121-1,missing,/data/Chapter6/Ga2O3-slabs.hdf,40
Ga2O3-slabs,Ga2O3-110-0,Ga12O18,-125.54940462,Ga2O3-110-0,self,/data/Chapter6/Ga2O3-slabs.hdf,41
Ga2O3-slabs,Ga2O3-110-0-Ni,Ga11NiO18,-121.69536435,Ga2O3-110-0-Ni,self,/data/Chapter6/Ga2O3-slabs.hdf,43
Ga2O3-slabs,Ga2O3-110-1,Ga12O18,-120.30950736,Ga2O3-110-1,self,/data/Chapter6/Ga2O3-slabs.hdf,46
Ga2O3-slabs,Ga2O3-110-3,Ga12O18,-122.5377538,Ga2O3-110-3,self,/data/Chapter6/Ga2O3-slabs.hdf,47
Ga2O3-slabs,Ga2O3-110-2,Ga12O18,-123.36176796,Ga2O3-110-2,self,/data/Chapter6/Ga2O3-slabs.hdf,48
Ga2O3-slabs,Ga2O3-100-0,Ga8O12,-82.87353932,Ga2O3-100-0,self,/data/Chapter6/Ga2O3-slabs.hdf,49
Ga2O3-slabs,Ga2O3-100-1,Ga8O12,-83.37298057,Ga2O3-100-1,self,/data/Chapter6/Ga2O3-slabs.hdf,50
Ga2O3-slabs,Ga2O3-100-3-2x2x4,Ga32O48,-353.75991575,Ga2O3-100-3-2x2x4,self,/data/Chapter6/Ga2O3-slabs.hdf,51
Ga2O3-slabs,Ga2O3-100-3-2x2x4-Ni-1,Ga31NiO48,-351.47083507,Ga2O3-100-3-2x2x4-Ni-1,self,/data/Chapter6/Ga2O3-slabs.hdf,54
Ga2O3-slabs,Ga2O3-100-3-1x1x4,Ga8O12,-88.18724366,Ga2O3-100-3-1x1x4,self,/data/Chapter6/Ga2O3-slabs.hdf,60
Ga2O3-slabs,Ga2O3-100-3-1x1x4-V1-1,Ga8O11,-80.95881973,Ga2O3-100-3-1x1x4-V1-1,self,/data/Chapter6/Ga2O3-slabs.hdf,61
Ga2O3-slabs,Ga2O3-100-3-1x1x4-V1-2,Ga8O11,-80.95402302,Ga2O3-100-3-1x1x4-V1-2,self,/data/Chapter6/Ga2O3-slabs.hdf,62
Ga2O3-slabs,Ga2O3-100-3-1x1x4-V2-1,Ga8O10,-74.51844918,Ga2O3-100-3-1x1x4-V2-1,self,/data/Chapter6/Ga2O3-slabs.hdf,63
Ga2O3-slabs,Ga2O3-100-2,Ga8O12,-81.37110817,Ga2O3-100-2,self,/data/Chapter6/Ga2O3-slabs.hdf,64
Ga2O3-slabs,Ga2O3-101-0,Ga16O24,-162.3726464,Ga2O3-101-0,self,/data/Chapter6/Ga2O3-slabs.hdf,65
Ga2O3-slabs,Ga2O3-101-1,Ga16O24,-156.70088653,Ga2O3-101-1,self,/data/Chapter6/Ga2O3-slabs.hdf,66
Ga2O3-slabs,Ga2O3-101-2,Ga16O24,-165.94228084,Ga2O3-101-2,self,/data/Chapter6/Ga2O3-slabs.hdf,67
Ga2O3-slabs,Ga2O3-011-0,Ga24O36,-244.47845923,Ga2O3-011-0,self,/data/Chapter6/Ga2O3-slabs.hdf,68
Ga2O3-slabs,Ga2O3-011-1,0,0.0,Ga2O3-011-1,missing,/data/Chapter6/Ga2O3-slabs.hdf,69
Ga2O3-slabs,Ga2O3-011-3,0,0.0,Ga2O3-011-3,missing,/data/Chapter6/Ga2O3-slabs.hdf,70
Ga2O3-slabs,Ga2O3-011-2,Ga24O36,-245.25762698,Ga2O3-011-2,self,/data/Chapter6/Ga2O3-slabs.hdf,71
Ga2O3-slabs,Ga2O3-010-0,Ga24O36,-253.3783047,Ga2O3-010-0,self,/data/Chapter6/Ga2O3-slabs.hdf,72
Ga2O3-slabs,Ga2O3-201-0,Ga24O36,-255.5713365,Ga2O3-201-0,self,/data/Chapter6/Ga2O3-slabs.hdf,74
Ga2O3-slabs,Ga2O3-201-1,Ga24O36,-247.48833752,Ga2O3-201-1,self,/data/Chapter6/Ga2O3-slabs.hdf,75
Ga2O3-slabs,Ga2O3-201-4,Ga24O36,-250.99960771,Ga2O3-201-4,self,/data/Chapter6/Ga2O3-slabs.hdf,76
Ga2O3-slabs,Ga2O3-201-3,Ga24O36,-252.15283205,Ga2O3-201-3,self,/data/Chapter6/Ga2O3-slabs.hdf,77
Ga2O3-slabs,Ga2O3-201-2,Ga24O36,-249.77958824,Ga2O3-201-2,self,/data/Chapter6/Ga2O3-slabs.hdf,78
Ga2O3-slabs,Ga2O3-201-5,Ga24O36,-250.59024698,Ga2O3-201-5,self,/data/Chapter6/Ga2O3-slabs.hdf,79
Ga2O3-slabs,Ga2O3-112-0,Ga24O36,-254.44817646,Ga2O3-112-0,self,/data/Chapter6/Ga2O3-slabs.hdf,80
Ga2O3-slabs,Ga2O3-112-1,Ga24O36,-252.75275783,Ga2O3-112-1,self,/data/Chapter6/Ga2O3-slabs.hdf,81
Ga2O3-slabs,Ga2O3-112-2,Ga24O36,-255.79196116,Ga2O3-112-2,self,/data/Chapter6/Ga2O3-slabs.hdf,82
Ni-slabs,Ni-111_hk-clean-2x2x4,Ni16,-35.28030022,Ni-111_hk-clean-2x2x4,self,/data/Chapter6/Ni-slabs.hdf,0
Ni-slabs,Ni-111_hk-clean-o_2x2x4,Ni16,-35.27811449,Ni-111_hk-clean-o_2x2x4,self,/data/Chapter6/Ni-slabs.hdf,1
Ni-slabs,Ni-111_hk-clean-4x4x4,Ni64,-141.12728521,Ni-111_hk-clean-4x4x4,self,/data/Chapter6/Ni-slabs.hdf,2
Ni-slabs,Ni-111_hk-clean-3x3x4,Ni36,-79.38176009,Ni-111_hk-clean-3x3x4,self,/data/Chapter6/Ni-slabs.hdf,3
Ni-slabs,Ni-111_hk-Zn-2x2x4-1,Ni15Zn,-31.56324368,Ni-111_hk-Zn-2x2x4-1,self,/data/Chapter6/Ni-slabs.hdf,4
Ni-slabs,Ni-111_hk-Zn-2x2x4-3,Ni13Zn3,-23.48341201,Ni-111_hk-Zn-2x2x4-3,self,/data/Chapter6/Ni-slabs.hdf,5
Ni-slabs,Ni-111_hk-Zn-o_2x2x4-1,Ni15Zn,-31.58339121,Ni-111_hk-Zn-o_2x2x4-1,self,/data/Chapter6/Ni-slabs.hdf,6
Ni-slabs,Ni-111_hk-Zn-o_2x2x4-3,Ni13Zn3,-23.49274464,Ni-111_hk-Zn-o_2x2x4-3,self,/data/Chapter6/Ni-slabs.hdf,7
Ni-slabs,Ni-111_hk-Zn-4x4x4-16-a,Ni48Zn16,-75.25585357,Ni-111_hk-Zn-4x4x4-16-a,self,/data/Chapter6/Ni-slabs.hdf,8
Ni-slabs,Ni-111_hk-Zn-4x4x4-1,Ni63Zn,-137.42730097,Ni-111_hk-Zn-4x4x4-1,self,/data/Chapter6/Ni-slabs.hdf,9
Ni-slabs,Ni-111_hk-Zn-4x4x4-8,Ni56Zn8,-110.58770013,Ni-111_hk-Zn-4x4x4-8,self,/data/Chapter6/Ni-slabs.hdf,10
Ni-slabs,Ni-111_hk-Zn-4x4x4-4-a,Ni60Zn4,-126.32847043,Ni-111_hk-Zn-4x4x4-4-a,self,/data/Chapter6/Ni-slabs.hdf,11
Ni-slabs,Ni-111_hk-Zn-4x4x4-2,Ni62Zn2,-133.72123588,Ni-111_hk-Zn-4x4x4-2,self,/data/Chapter6/Ni-slabs.hdf,12
Ni-slabs,Ni-111_hk-Zn-3x3x4-6,Ni30Zn6,-56.25440964,Ni-111_hk-Zn-3x3x4-6,self,/data/Chapter6/Ni-slabs.hdf,13
Ni-slabs,Ni-111_hk-Zn-3x3x4-1,Ni35Zn,-75.64760806,Ni-111_hk-Zn-3x3x4-1,self,/data/Chapter6/Ni-slabs.hdf,14
Ni-slabs,Ni-111_hk-Zn-3x3x4-3-a,Ni33Zn3,-68.20171165,Ni-111_hk-Zn-3x3x4-3-a,self,/data/Chapter6/Ni-slabs.hdf,15
Ni-slabs,Ni-111_hk-Zn-3x3x4-2,Ni34Zn2,-71.92361966,Ni-111_hk-Zn-3x3x4-2,self,/data/Chapter6/Ni-slabs.hdf,16
Ni-slabs,Ni-211-Zn2-3x3x4-1,Ni34Zn2,-71.20582226,Ni-211-Zn2-3x3x4-1,self,/data/Chapter6/Ni-slabs.hdf,17
Ni-slabs,Ni-211-Zn2-3x3x4-4,Ni34Zn2,-70.63438087,Ni-211-Zn2-3x3x4-4,self,/data/Chapter6/Ni-slabs.hdf,18
Ni-slabs,Ni-211-Zn2-3x3x4-3,Ni34Zn2,-70.86549707,Ni-211-Zn2-3x3x4-3,self,/data/Chapter6/Ni-slabs.hdf,19
Ni-slabs,Ni-211-Zn2-3x3x4-2,Ni34Zn2,-71.06341645,Ni-211-Zn2-3x3x4-2,self,/data/Chapter6/Ni-slabs.hdf,20
Ni-slabs,Ni-211-Zn2-3x3x4-5,Ni34Zn2,-70.6960087,Ni-211-Zn2-3x3x4-5,self,/data/Chapter6/Ni-slabs.hdf,21
Ni-slabs,Ni-211-test,Ni24,-52.27017811,Ni-211-test,self,/data/Chapter6/Ni-slabs.hdf,22
Ni-slabs,Ni-211-Al-4x3x4-2-a,0,0.0,Ni-211-Al-4x3x4-2-a,missing,/data/Chapter6/Ni-slabs.hdf,23
Ni-slabs,Ni-211-Ga1-2x3x4-1-a,GaNi23,-52.81190794,Ni-211-Ga1-2x3x4-1-a,self,/data/Chapter6/Ni-slabs.hdf,24
Ni-slabs,Ni-211-Ga1-2x3x4-1-c,GaNi23,-52.54466188,Ni-211-Ga1-2x3x4-1-c,self,/data/Chapter6/Ni-slabs.hdf,25
Ni-slabs,Ni-211-Ga1-2x3x4-1-b,GaNi23,-52.73184314,Ni-211-Ga1-2x3x4-1-b,self,/data/Chapter6/Ni-slabs.hdf,26
Ni-slabs,Ni-211-Ga1-2x3x4-a,GaNi23,-52.81190794,Ni-211-Ga1-2x3x4-a,self,/data/Chapter6/Ni-slabs.hdf,27
Ni-slabs,Ni-211-Ga1-2x3x4-c,GaNi23,-52.54466188,Ni-211-Ga1-2x3x4-c,self,/data/Chapter6/Ni-slabs.hdf,28
Ni-slabs,Ni-211-Ga1-2x3x4-b,GaNi23,-52.73184314,Ni-211-Ga1-2x3x4-b,self,/data/Chapter6/Ni-slabs.hdf,29
Ni-slabs,Ni-211-Ga1-3x3x4-1-a,GaNi35,-78.92343518,Ni-211-Ga1-3x3x4-1-a,self,/data/Chapter6/Ni-slabs.hdf,30
Ni-slabs,Ni-211-Ga1-3x3x4-1-c,GaNi35,-78.663335,Ni-211-Ga1-3x3x4-1-c,self,/data/Chapter6/Ni-slabs.hdf,31
Ni-slabs,Ni-211-Ga1-3x3x4-1-b,GaNi35,-78.85752621,Ni-211-Ga1-3x3x4-1-b,self,/data/Chapter6/Ni-slabs.hdf,32
Ni-slabs,Ni-211-Ga1-3x3x4-a-c,GaNi35,-78.663335,Ni-211-Ga1-3x3x4-a-c,self,/data/Chapter6/Ni-slabs.hdf,33
Ni-slabs,Ni-211-Ga1-3x3x4-a-b,GaNi35,-78.85752621,Ni-211-Ga1-3x3x4-a-b,self,/data/Chapter6/Ni-slabs.hdf,34
Ni-slabs,Ni-211-Ga1-4x3x4-1-a,GaNi47,-105.05774535,Ni-211-Ga1-4x3x4-1-a,self,/data/Chapter6/Ni-slabs.hdf,35
Ni-slabs,Ni-211-Ga1-4x3x4-1-c,GaNi47,-104.79821205,Ni-211-Ga1-4x3x4-1-c,self,/data/Chapter6/Ni-slabs.hdf,36
Ni-slabs,Ni-211-Ga1-4x3x4-1-b,GaNi47,-104.98741129,Ni-211-Ga1-4x3x4-1-b,self,/data/Chapter6/Ni-slabs.hdf,37
Ni-slabs,Ni-211-Ga1-4x3x4-a,GaNi47,-105.05774535,Ni-211-Ga1-4x3x4-a,self,/data/Chapter6/Ni-slabs.hdf,38
Ni-slabs,Ni-211-Ga1-4x3x4-c,GaNi47,-104.79821205,Ni-211-Ga1-4x3x4-c,self,/data/Chapter6/Ni-slabs.hdf,39
Ni-slabs,Ni-211-Ga1-4x3x4-b,GaNi47,-104.98741129,Ni-211-Ga1-4x3x4-b,self,/data/Chapter6/Ni-slabs.hdf,40
Ni-slabs,Ni-211-Zn1-2x3x4-a,Ni23Zn,-48.71222682,Ni-211-Zn1-2x3x4-a,self,/data/Chapter6/Ni-slabs.hdf,41
Ni-slabs,Ni-211-Zn1-2x3x4-c,Ni23Zn,-48.38286989,Ni-211-Zn1-2x3x4-c,self,/data/Chapter6/Ni-slabs.hdf,42
Ni-slabs,Ni-211-Zn1-2x3x4-b,Ni23Zn,-48.55587841,Ni-211-Zn1-2x3x4-b,self,/data/Chapter6/Ni-slabs.hdf,43
Ni-slabs,Ni-211-Zn1-3x3x4-a,Ni35Zn,-74.84037728,Ni-211-Zn1-3x3x4-a,self,/data/Chapter6/Ni-slabs.hdf,44
Ni-slabs,Ni-211-Zn1-3x3x4-c,Ni35Zn,-74.50596602,Ni-211-Zn1-3x3x4-c,self,/data/Chapter6/Ni-slabs.hdf,45
Ni-slabs,Ni-211-Zn1-3x3x4-b,Ni35Zn,-74.68555321,Ni-211-Zn1-3x3x4-b,self,/data/Chapter6/Ni-slabs.hdf,46
Ni-slabs,Ni-211-Zn1-4x3x4-a,Ni47Zn,-100.98144678,Ni-211-Zn1-4x3x4-a,self,/data/Chapter6/Ni-slabs.hdf,47
Ni-slabs,Ni-211-Zn1-4x3x4-c,Ni47Zn,-100.64141652,Ni-211-Zn1-4x3x4-c,self,/data/Chapter6/Ni-slabs.hdf,48
Ni-slabs,Ni-211-Zn1-4x3x4-b,Ni47Zn,-100.81710726,Ni-211-Zn1-4x3x4-b,self,/data/Chapter6/Ni-slabs.hdf,49
Ni-slabs,Ni-211-clean-8x3x4,Ni96,-209.09105285,Ni-211-clean-8x3x4,self,/data/Chapter6/Ni-slabs.hdf,50
Ni-slabs,Ni-211-clean-2x3x6,Ni24,-52.35024672,Ni-211-clean-2x3x6,self,/data/Chapter6/Ni-slabs.hdf,51
Ni-slabs,Ni-211-clean-4x3x4_431,Ni48,-104.43467402,Ni-211-clean-4x3x4_431,self,/data/Chapter6/Ni-slabs.hdf,52
Ni-slabs,Ni-211-clean-4x3x4_431-O-1,Ni48O,-109.91203874,Ni-211-clean-4x3x4_431-O-1,self,/data/Chapter6/Ni-slabs.hdf,70
Ni-slabs,Ni-211-clean-4x3x4_431-Ox4-1,Ni48O4,-124.49402548,Ni-211-clean-4x3x4_431-Ox4-1,self,/data/Chapter6/Ni-slabs.hdf,71
Ni-slabs,Ni-211-clean-4x3x4_431-Ox4-3,Ni48O4,-126.16002149,Ni-211-clean-4x3x4_431-Ox4-3,self,/data/Chapter6/Ni-slabs.hdf,72
Ni-slabs,Ni-211-clean-4x3x4_431-Ox4-2,Ni48O4,-123.80131756,Ni-211-clean-4x3x4_431-Ox4-2,self,/data/Chapter6/Ni-slabs.hdf,75
Ni-slabs,Ni-211-clean-2x3x4,Ni24,-52.27223204,Ni-211-clean-2x3x4,self,/data/Chapter6/Ni-slabs.hdf,77
Ni-slabs,Ni-211-clean-2x3x4-surf-anti,Ni24,-51.66747008,Ni-211-clean-2x3x4-surf-anti,self,/data/Chapter6/Ni-slabs.hdf,78
Ni-slabs,Ni-211-clean-2x3x4-O-1,Ni24O,-57.93958345,Ni-211-clean-2x3x4-O-1,self,/data/Chapter6/Ni-slabs.hdf,79
Ni-slabs,Ni-211-clean-2x3x4-convergence-kpoints-ab-9,Ni24,-52.27248931,Ni-211-clean-2x3x4-convergence-kpoints-ab-9,self,/data/Chapter6/Ni-slabs.hdf,80
Ni-slabs,Ni-211-clean-2x3x4-convergence-kpoints-ab-7,Ni24,-52.25611974,Ni-211-clean-2x3x4-convergence-kpoints-ab-7,self,/data/Chapter6/Ni-slabs.hdf,81
Ni-slabs,Ni-211-clean-2x3x4-convergence-kpoints-ab-6,Ni24,-52.24226029,Ni-211-clean-2x3x4-convergence-kpoints-ab-6,self,/data/Chapter6/Ni-slabs.hdf,82
Ni-slabs,Ni-211-clean-2x3x4-convergence-kpoints-ab-10,Ni24,-52.27392978,Ni-211-clean-2x3x4-convergence-kpoints-ab-10,self,/data/Chapter6/Ni-slabs.hdf,83
Ni-slabs,Ni-211-clean-2x3x4-convergence-kpoints-ab-8,Ni24,-52.27276452,Ni-211-clean-2x3x4-convergence-kpoints-ab-8,self,/data/Chapter6/Ni-slabs.hdf,84
Ni-slabs,Ni-211-clean-2x3x4-convergence-kpoints-ab-4,Ni24,-52.27607847,Ni-211-clean-2x3x4-convergence-kpoints-ab-4,self,/data/Chapter6/Ni-slabs.hdf,85
Ni-slabs,Ni-211-clean-2x3x4-convergence-kpoints-ab-3,Ni24,-52.35678604,Ni-211-clean-2x3x4-convergence-kpoints-ab-3,self,/data/Chapter6/Ni-slabs.hdf,86
Ni-slabs,Ni-211-clean-2x3x4-convergence-kpoints-ab-5,Ni24,-52.27755887,Ni-211-clean-2x3x4-convergence-kpoints-ab-5,self,/data/Chapter6/Ni-slabs.hdf,87
Ni-slabs,Ni-211-clean-2x3x4-convergence-kpoints-9,Ni24,-52.27248931,Ni-211-clean-2x3x4-convergence-kpoints-9,self,/data/Chapter6/Ni-slabs.hdf,88
Ni-slabs,Ni-211-clean-2x3x4-convergence-kpoints-7,Ni24,-52.25611974,Ni-211-clean-2x3x4-convergence-kpoints-7,self,/data/Chapter6/Ni-slabs.hdf,89
Ni-slabs,Ni-211-clean-2x3x4-convergence-kpoints-6,Ni24,-52.24226029,Ni-211-clean-2x3x4-convergence-kpoints-6,self,/data/Chapter6/Ni-slabs.hdf,90
Ni-slabs,Ni-211-clean-2x3x4-convergence-kpoints-10,Ni24,-52.27392978,Ni-211-clean-2x3x4-convergence-kpoints-10,self,/data/Chapter6/Ni-slabs.hdf,91
Ni-slabs,Ni-211-clean-2x3x4-convergence-kpoints-8,Ni24,-52.27276452,Ni-211-clean-2x3x4-convergence-kpoints-8,self,/data/Chapter6/Ni-slabs.hdf,92
Ni-slabs,Ni-211-clean-2x3x4-convergence-kpoints-4,Ni24,-52.27607847,Ni-211-clean-2x3x4-convergence-kpoints-4,self,/data/Chapter6/Ni-slabs.hdf,93
Ni-slabs,Ni-211-clean-2x3x4-convergence-kpoints-3,Ni24,-52.35678604,Ni-211-clean-2x3x4-convergence-kpoints-3,self,/data/Chapter6/Ni-slabs.hdf,94
Ni-slabs,Ni-211-clean-2x3x4-convergence-kpoints-5,Ni24,-52.27755887,Ni-211-clean-2x3x4-convergence-kpoints-5,self,/data/Chapter6/Ni-slabs.hdf,95
Ni-slabs,Ni-211-clean-3x3x4,Ni36,-78.40925744,Ni-211-clean-3x3x4,self,/data/Chapter6/Ni-slabs.hdf,98
Ni-slabs,Ni-211-clean-3x3x4-H2COH-AA,CH3Ni36O,-102.55480002,Ni-211-clean-3x3x4-H2COH-AA,self,/data/Chapter6/Ni-slabs.hdf,99
Ni-slabs,Ni-211-clean-3x3x4-H2COO-AA,CH2Ni36O2,-103.94274864,Ni-211-clean-3x3x4-H2COO-AA,self,/data/Chapter6/Ni-slabs.hdf,102
Ni-slabs,Ni-211-clean-3x3x4-surf-anti,Ni36,-77.50386402,Ni-211-clean-3x3x4-surf-anti,self,/data/Chapter6/Ni-slabs.hdf,104
Ni-slabs,Ni-211-clean-3x3x4-HC_O-1,CHNi36O,-95.00607029,Ni-211-clean-3x3x4-HC_O-1,self,/data/Chapter6/Ni-slabs.hdf,109
Ni-slabs,Ni-211-clean-3x3x4-test,Ni36,-78.36408011,Ni-211-clean-3x3x4-test,self,/data/Chapter6/Ni-slabs.hdf,110
Ni-slabs,Ni-211-clean-3x3x4-OCOCH3-1,C2H3Ni36O2,-116.85270408,Ni-211-clean-3x3x4-OCOCH3-1,self,/data/Chapter6/Ni-slabs.hdf,111
Ni-slabs,Ni-211-clean-3x3x4-copt-H2CO%H2C_O-1-03,CH2Ni36O,-97.92336046,Ni-211-clean-3x3x4-copt-H2CO%H2C_O-1-03,self,/data/Chapter6/Ni-slabs.hdf,146
Ni-slabs,Ni-211-clean-3x3x4-copt-H2CO%H2C_O-1-04,CH2Ni36O,-98.53958963,Ni-211-clean-3x3x4-copt-H2CO%H2C_O-1-04,self,/data/Chapter6/Ni-slabs.hdf,147
Ni-slabs,Ni-211-clean-3x3x4-copt-H2CO%H2C_O-1-05,CH2Ni36O,-98.82207571,Ni-211-clean-3x3x4-copt-H2CO%H2C_O-1-05,self,/data/Chapter6/Ni-slabs.hdf,148
Ni-slabs,Ni-211-clean-3x3x4-copt-H2CO%H2C_O-1-02,CH2Ni36O,-97.69134812,Ni-211-clean-3x3x4-copt-H2CO%H2C_O-1-02,self,/data/Chapter6/Ni-slabs.hdf,149
Ni-slabs,Ni-211-clean-3x3x4-copt-H2CO%H2C_O-1-00,CH2Ni36O,-98.83505421,Ni-211-clean-3x3x4-copt-H2CO%H2C_O-1-00,self,/data/Chapter6/Ni-slabs.hdf,150
